fid,ID,type,utilFloorArea,name0,name1,name2,name3,name4,name5,name6,name7,name8,name9,idBdTopo,nbHousing,unknownNumberOfHousing,idsEntrance,nbPOI,nbWorkingPlace,nbBuildingSimple,nbEntrances,roomLeft
"2352",BuildingGroup4888058836532316,BuildingGroup,2722.9922,11_Impasse Delaunay_75111,7_Impasse Delaunay_75111,,,,,,,,,BATIMENT0000000240744547,"44","0",Address9988044403576703__Address9788044403716141,"5","16","1","2",2126.9922
"2353",BuildingGroup4888058768575278,BuildingGroup,387.29404,1_RUE DU FAUBOURG SAINT ANTOINE_75111,,,,,,,,,,BATIMENT0000000240741966,"2","0",Address1688044243463082,"2","3","1","1",167.29404
"2354",BuildingGroup4888058743263602,BuildingGroup,486.96503,10_Rue de Lappe_75111,,,,,,,,,,BATIMENT0000000240741996,"7","0",Address1088044381324703,"2","3","1","1",63
"2355",BuildingGroup4888058713427993,BuildingGroup,1175.0656,11_Rue Pétion_75111,,,,,,,,,,BATIMENT0000000240755959,"33","0",Address7488044267645342,"3","16","1","1",730.06555
"2356",BuildingGroup4888058706899745,BuildingGroup,565.2797,113_BIS_Rue de la Roquette_75111,,,,,,,,,,BATIMENT0000000240755975,"10","0",Address1088044286613222,"3","7","1","1",31.279724
"2357",BuildingGroup4888058639111979,BuildingGroup,3201.7546,48_Rue Basfroi_75111,50_Rue Basfroi_75111,,,,,,,,,BATIMENT0000000240744434,"52","0",Address6588044336443084__Address6488044336547611,"7","22","1","2",1735.7546
"2358",BuildingGroup4888058638643546,BuildingGroup,2462.3013,16_Rue Basfroi_75111,,,,,,,,,,BATIMENT0000000240744527-BATIMENT0000000240744488,"1","0",Address9288044337035569,"4","16","2","1",9
"2359",BuildingGroup4888058542048275,BuildingGroup,798.5793,75_Rue Jean-pierre Timbaud_75111,,,,,,,,,,BATIMENT0000000240757876,"13","0",Address1188044419521666,"3","9","1","1",519.5793
"2360",BuildingGroup4888058468823046,BuildingGroup,1055.4238,15_Rue Desargues_75111,,,,,,,,,,BATIMENT0000000240759130-BATIMENT0000000240758233-BATIMENT0000000240758232,"35","0",Address3288044350107355,"7","22","3","1",315
"2361",BuildingGroup4888058083891231,BuildingGroup,1314.6228,78_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240755713,"16","0",Address4388044308200825,"5","9","1","1",355.6228
"2362",BuildingGroup4888058015708360,BuildingGroup,5223.267,12_Rue des Bluets_75111,,,,,,,,,,BATIMENT0000000240757236,"28","0",Address788044373091257,"10","20","1","1",4283.267
"2363",BuildingGroup4888057595899727,BuildingGroup,1286.271,1_Place de la Nation_75111,,,,,,,,,,BATIMENT0000000240748046,"12","0",Address588044351162100,"10","21","1","1",70.270996
"2364",BuildingGroup4888057592361314,BuildingGroup,1718.0029,13_Rue Chevreul_75111,,,,,,,,,,BATIMENT0000000240747887,"23","0",Address9588044388903233,"1","4","1","1",1718.0029
"2365",BuildingGroup4888057547863141,BuildingGroup,1297.066,116_Rue Saint-maur_75111,,,,,,,,,,BATIMENT0000000240757811,"18","0",Address588044324139398,"8","16","1","1",155.06604
"2366",BuildingGroup4888057017397913,BuildingGroup,1595.1016,59_Rue Oberkampf_75111,,,,,,,,,,BATIMENT0000000240754510,"15","0",,"3","9","1","0",998.10156
"2367",BuildingGroup488061718242266,BuildingGroup,621.503,154_BIS_Rue Oberkampf_75111,3_Cité Durmar_75111,5_Cité Durmar_75111,1_BIS_Cité Durmar_75111,,,,,,,BATIMENT0000000240757593-BATIMENT0000000240757600,"6","0",Address8488044264483302__Address8488044264483302__Address2388044299092441__Address8788044299157163__Address7688044299310385,"4","7","2","5",411.503
"2368",BuildingGroup488061637089059,BuildingGroup,2100.146,10_Passage des Taillandiers_75111,,,,,,,,,,BATIMENT0000000240744008,"17","0",Address988044389749817,"0","10","1","1",2052.146
"2369",BuildingGroup488061175104186,BuildingGroup,212.39801,22_Passage Saint-bernard_75111,,,,,,,,,,BATIMENT0000000240745026,"0","0",Address8888044339812689,"0","3","1","1",0
"2370",BuildingGroup488061147086805,BuildingGroup,2216.4602,72_Avenue de la République_75111,74_Avenue de la République_75111,,,,,,,,,BATIMENT0000000240756899,"29","0",Address988044278525122__Address2488044278598377,"3","23","1","2",1295.4602
"2371",BuildingGroup488060864573458,BuildingGroup,1912.5468,35_Rue Emile Lepeu_75111,,,,,,,,,,BATIMENT0000000240759953-BATIMENT0000000240759952,"16","0",Address2988044319463272__Address2988044319463272,"2","9","2","2",1736.5468
"2372",BuildingGroup488060744424598,BuildingGroup,942.5692,38_Rue Faidherbe_75111,,,,,,,,,,BATIMENT0000000240744357,"15","0",Address5588044338235976,"2","10","1","1",198.56921
"2373",BuildingGroup488060743022769,BuildingGroup,1737.842,42_Rue Faidherbe_75111,,,,,,,,,,BATIMENT0000000240744351,"23","0",Address1888044338353677,"4","9","1","1",1321.842
"2374",BuildingGroup488060709389412,BuildingGroup,2339.6292,45_Avenue de la République_75111,,,,,,,,,,BATIMENT0000000240756280,"28","0",Address4888044277568966,"8","15","1","1",831.62915
"2375",BuildingGroup488060661872998,BuildingGroup,14300.681,137_Rue de la Roquette_75111,1_Rue Servan_75111,,,,,,,,,BATIMENT0000000253249607-BATIMENT0000000240756057-BATIMENT0000000240757118-BATIMENT0000000240757127-BATIMENT0000000240757128,"36","0",Address7588044287454385__Address1588044372308202,"19","28","5","2",5908.6807
"2376",BuildingGroup488060582440825,BuildingGroup,910.76227,19_Rue de Montreuil_75111,,,,,,,,,,BATIMENT0000000240744670-BATIMENT0000000240744153,"18","0",Address4488044313237997__Address4488044313237997,"8","22","2","2",162
"2377",BuildingGroup488060434678376,BuildingGroup,1569.78,155_Avenue Ledru Rollin_75111,,,,,,,,,,BATIMENT0000000240744600,"29","0",Address8888044400424713,"4","9","1","1",791.78
"2378",BuildingGroup488060314825079,BuildingGroup,3358.7156,13_Boulevard Richard Lenoir_75111,,,,,,,,,,BATIMENT0000000000162994,"0","0",Address988044271340985,"0","0","1","1",3358.7156
"2379",BuildingGroup488059925218135,BuildingGroup,2645.8162,5_Rue Camille Desmoulins_75111,,,,,,,,,,BATIMENT0000000240756018,"34","0",Address788044353873142,"0","6","1","1",2604.8162
"2380",BuildingGroup488059886201423,BuildingGroup,9628.086,78_Rue du Chemin Vert_75111,20_Avenue Parmentier_75111,22_Avenue Parmentier_75111,,,,,,,,BATIMENT0000000240756037,"113","0",Address1788044396657634__Address2288044416943715__Address5288044417010337,"14","48","1","3",5328.086
"2381",BuildingGroup488059846529681,BuildingGroup,1221.0039,11_Rue Saint-sabin_75111,,,,,,,,,,BATIMENT0000000253241585,"8","0",Address488044394119906,"3","2","1","1",999.0039
"2382",BuildingGroup488059754216602,BuildingGroup,1469.6161,21_TER_Rue Voltaire_75111,,,,,,,,,,BATIMENT0000000240749151-BATIMENT0000000240748606,"0","0",Address5888044323215215,"65","80","2","1",0
"2383",BuildingGroup488059711849980,BuildingGroup,2169.251,209_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240748589,"28","0",Address7288044303213424,"4","11","1","1",377.25098
"2384",BuildingGroup488059650699027,BuildingGroup,635.579,239_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240748461,"8","0",Address8288044305713209,"2","1","1","1",388.57898
"2385",BuildingGroup488059589871047,BuildingGroup,1200.3274,26_Rue Edouard Lockroy_75111,,,,,,,,,,BATIMENT0000000240757539,"0","0",Address7988044323811418,"0","1","1","1",0
"2386",BuildingGroup488059413718002,BuildingGroup,1501.644,25_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000245187362,"14","0",Address1588044306631162,"8","16","1","1",1006.64404
"2387",BuildingGroup488059382959723,BuildingGroup,612.3188,24_Rue Popincourt_75111,,,,,,,,,,BATIMENT0000000240755944,"0","0",Address4688044270082808,"4","4","1","1",0
"2388",BuildingGroup488059373646433,BuildingGroup,667.3818,73_Rue Sedaine_75111,,,,,,,,,,BATIMENT0000000240755943,"28","0",Address8688044298140968,"3","9","1","1",440.38177
"2389",BuildingGroup488059363878840,BuildingGroup,1321.257,124_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240755857,"13","0",Address3588044302592049,"7","10","1","1",92.25696
"2390",BuildingGroup488059286528500,BuildingGroup,1319.472,37_Rue Faidherbe_75111,,,,,,,,,,BATIMENT0000000240744917-BATIMENT0000000240744918,"25","0",Address2888044338223081,"3","7","2","1",862.47205
"2391",BuildingGroup488059186382312,BuildingGroup,1405.696,246_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240748567,"30","0",Address8888044306263187,"3","8","1","1",1041.696
"2392",BuildingGroup488059073288061,BuildingGroup,1426.266,18_Rue du Marché Popincourt_75111,6_Rue Neuve Popincourt_75111,,,,,,,,,BATIMENT0000000240756361,"19","0",Address488044275809750__Address7188044378883844,"2","9","1","2",1052.266
"2393",BuildingGroup488059046276788,BuildingGroup,570.87274,79_Avenue Parmentier_75111,,,,,,,,,,BATIMENT0000000240756205,"13","0",Address1688044415939463,"4","8","1","1",78.87274
"2394",BuildingGroup488059043420465,BuildingGroup,862.988,53_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240754585,"11","0",Address9688044305902142,"2","9","1","1",220.98798
"2395",BuildingGroup488058887664860,BuildingGroup,2779.3643,154_Rue de la Roquette_75111,,,,,,,,,,BATIMENT0000000240756009,"40","0",Address8088044288285994,"4","12","1","1",1847.3643
"2396",BuildingGroup488058840404845,BuildingGroup,1437.0143,129_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240755799,"17","0",Address7788044302957121,"4","8","1","1",876.0143
"2397",BuildingGroup488058752395070,BuildingGroup,1134.495,7_Rue de Lappe_75111,,,,,,,,,,BATIMENT0000000240741902-BATIMENT0000000240741896,"17","0",Address188044382855332,"7","28","2","1",189.495
"2398",BuildingGroup488058710768734,BuildingGroup,536.9875,4_Rue Pache_75111,,,,,,,,,,BATIMENT0000000240756103,"12","0",Address7788044389430280,"1","4","1","1",463.9875
"2399",BuildingGroup488058315800510,BuildingGroup,2013.7437,25_Rue Saint-sébastien_75111,,,,,,,,,,BATIMENT0000000245187449-BATIMENT0000000245187451-BATIMENT0000000245187450,"42","0",Address1888044316428175,"10","25","3","1",975.74365
"2400",BuildingGroup488058157949940,BuildingGroup,7573.921,74_Boulevard Voltaire_75111,76_Boulevard Voltaire_75111,,,,,,,,,BATIMENT0000000240757023-BATIMENT0000000240757024-BATIMENT0000000240757026-BATIMENT0000000240755706-BATIMENT0000000240757022,"22","0",Address4588044307795814__Address4288044307995540,"12","56","5","2",5398.921
"2401",BuildingGroup488058134713549,BuildingGroup,269.78574,43_Rue du Chemin Vert_75111,,,,,,,,,,BATIMENT0000000253249603,"0","0",Address788044398803457,"1","1","1","1",0
"2402",BuildingGroup488058125590882,BuildingGroup,1257.4136,46_Rue Popincourt_75111,,,,,,,,,,BATIMENT0000000240756380,"29","0",Address4088044269089693,"1","6","1","1",1019.4136
"2403",BuildingGroup488058119322914,BuildingGroup,2378.6318,56_Boulevard Richard Lenoir_75111,,,,,,,,,,BATIMENT0000000240754633-BATIMENT0000000240754632,"12","0",Address488044273445017,"8","13","2","1",913.63184
"2404",BuildingGroup488058108929434,BuildingGroup,3806.4702,60_Boulevard Richard Lenoir_75111,,,,,,,,,,BATIMENT0000000240754502,"0","0",,"0","0","1","0",3806.4702
"2405",BuildingGroup488058014676451,BuildingGroup,2880.123,9_Rue des Bluets_75111,,,,,,,,,,BATIMENT0000000240756473,"0","0",Address6588044373001069,"8","7","1","1",0
"2406",BuildingGroup488057936857233,BuildingGroup,1491.784,195_Boulevard Voltaire_75111,1_Rue Léon Frot_75111,,,,,,,,,BATIMENT0000000240747556,"29","0",Address7188044308431078__Address7888044384036980,"10","16","1","2",184.78406
"2407",BuildingGroup488057836054483,BuildingGroup,617.83954,30_BIS_Rue Bréguet_75111,,,,,,,,,,BATIMENT0000000240755671,"12","0",Address988044341069747,"2","6","1","1",260.83954
"2408",BuildingGroup488057658165851,BuildingGroup,1531.6321,140_Rue Amelot_75111,,,,,,,,,,BATIMENT0000000245187288,"29","0",Address6488044284281340,"4","6","1","1",843.6321
"2409",BuildingGroup488057021084507,BuildingGroup,585.12305,49_Rue Oberkampf_75111,,,,,,,,,,BATIMENT0000000240754557,"13","0",Address7688044265755704,"3","8","1","1",218.12305
"2410",BuildingGroup4788061795053013,BuildingGroup,1292.935,5_Rue Saint-ambroise_75111,,,,,,,,,,BATIMENT0000000240756324,"16","0",Address7288044282342439,"1","4","1","1",1227.935
"2411",BuildingGroup4788061722925579,BuildingGroup,887.91003,8_Rue Spinoza_75111,,,,,,,,,,BATIMENT0000000240756710,"0","0",Address9188044417462229,"3","4","1","1",0
"2412",BuildingGroup4788061504880915,BuildingGroup,385.16052,171_Rue de la Roquette_75111,,,,,,,,,,BATIMENT0000000240759296-BATIMENT0000000240759283,"7","0",Address5988044289111094,"1","14","2","1",369.16052
"2413",BuildingGroup4788061292878436,BuildingGroup,2811.12,63_Rue de la Roquette_75111,,,,,,,,,,BATIMENT0000000240743921,"11","0",Address8988044289625492,"10","12","1","1",99
"2414",BuildingGroup4788061291591907,BuildingGroup,682.5925,5_Rue Popincourt_75111,,,,,,,,,,BATIMENT0000000240755763-BATIMENT0000000253249592,"14","0",Address6588044269204136,"2","5","2","1",86.59253
"2415",BuildingGroup4788061065331933,BuildingGroup,1451.8934,24_Rue Moret_75111,,,,,,,,,,BATIMENT0000000240758939-BATIMENT0000000240758940-BATIMENT0000000240758941,"25","0",,"4","7","3","0",891.89343
"2416",BuildingGroup4788060853765400,BuildingGroup,1711.9341,149_Rue de Charonne_75111,,,,,,,,,,BATIMENT0000000240748688,"20","0",Address9488044260160006,"2","6","1","1",1231.9341
"2417",BuildingGroup4788060605949711,BuildingGroup,2395.4104,3_Rue Titon_75111,,,,,,,,,,BATIMENT0000000240744269,"30","0",Address3788044422108032,"1","21","1","1",1908.4104
"2418",BuildingGroup4788060601522788,BuildingGroup,537.6165,27_Rue de Montreuil_75111,,,,,,,,,,BATIMENT0000000240744169,"5","0",Address8788044313558366,"2","11","1","1",45
"2419",BuildingGroup4788060567529522,BuildingGroup,2280.873,9_Rue Titon_75111,,,,,,,,,,BATIMENT0000000240744275,"18","0",Address8788044422376459,"1","6","1","1",417.87305
"2420",BuildingGroup4788060498770651,BuildingGroup,2123.4062,48_Rue de Malte_75111,,,,,,,,,,BATIMENT0000000245187768,"13","0",Address8488044352233521,"5","6","1","1",401.40625
"2421",BuildingGroup4788060451587457,BuildingGroup,3835.2002,1_Passage Rauch_75111,,,,,,,,,,BATIMENT0000000240744466,"41","0",Address2388044358166866,"4","20","1","1",3246.2002
"2422",BuildingGroup4788060389935092,BuildingGroup,1387.7185,9_Rue Lacharrière_75111,,,,,,,,,,BATIMENT0000000240756343,"21","0",Address1788044409989510,"3","11","1","1",1017.7185
"2423",BuildingGroup4788060386604485,BuildingGroup,1700.3612,28_Avenue Parmentier_75111,,,,,,,,,,BATIMENT0000000240756831,"33","0",Address9188044417281020,"3","9","1","1",999.3612
"2424",BuildingGroup4788060368556393,BuildingGroup,1246.3848,28_Rue du Général Guilhem_75111,,,,,,,,,,BATIMENT0000000240756522-BATIMENT0000000240756965-BATIMENT0000000240756525,"13","0",Address2588044343572560,"5","4","3","1",815.38477
"2425",BuildingGroup4788059597576430,BuildingGroup,2347.8958,129_Rue Saint-maur_75111,,,,,,,,,,BATIMENT0000000240757570-BATIMENT0000000240757571,"29","0",Address6488044324923360,"4","7","2","1",1734.8958
"2426",BuildingGroup4788059430970346,BuildingGroup,1330.8365,29_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000245187366,"8","0",Address8088044309791956,"3","9","1","1",106.83655
"2427",BuildingGroup4788059428194834,BuildingGroup,767.04425,20_Rue du Grand Prieuré_75111,,,,,,,,,,BATIMENT0000000245187808,"0","0",Address088044285869201,"1","1","1","1",0
"2428",BuildingGroup4788059425199315,BuildingGroup,1209.6945,31_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000245187372,"6","0",Address388044303918936,"4","13","1","1",547.69446
"2429",BuildingGroup4788058999959783,BuildingGroup,395.7685,25_Rue Morand_75111,,,,,,,,,,BATIMENT0000000240758117-BATIMENT0000000240758120-BATIMENT0000000240758112-BATIMENT0000000253249363,"52","0",Address088044393321930,"3","2","4","1",294.7685
"2430",BuildingGroup4788058867822870,BuildingGroup,6856.117,11_Rue Mercoeur_75111,13_Rue Mercoeur_75111,15_Rue Mercoeur_75111,19_Rue Mercoeur_75111,3_Rue Mercoeur_75111,5_Rue Mercoeur_75111,7_Rue Mercoeur_75111,9_Rue Mercoeur_75111,,,BATIMENT0000000240756000-BATIMENT0000000240756006-BATIMENT0000000240756013,"319","0",,"6","12","3","0",5760.117
"2431",BuildingGroup4788058845240803,BuildingGroup,1152.1665,24_Rue de Belfort_75111,,,,,,,,,,BATIMENT0000000240757052,"18","0",Address088044301844651,"3","9","1","1",190.1665
"2432",BuildingGroup4788058768112664,BuildingGroup,5455.47,33_RUE DU FAUBOURG SAINT ANTOINE_75111,,,,,,,,,,BATIMENT0000000240742202-BATIMENT0000000240742203-BATIMENT0000000240742204,"5","0",Address1488044246530155,"10","36","3","1",45
"2433",BuildingGroup4788058714943438,BuildingGroup,1373.8848,16_Rue Camille Desmoulins_75111,,,,,,,,,,BATIMENT0000000240756059,"39","0",Address8488044353560319,"1","15","1","1",1005.88477
"2434",BuildingGroup4788058558793819,BuildingGroup,586.99725,24_RUE DES 3 BORNES_75111,,,,,,,,,,BATIMENT0000000240757865,"11","0",Address9488044252439700,"1","4","1","1",449.99725
"2435",BuildingGroup4788058378441887,BuildingGroup,1094.052,23_Rue Richard Lenoir_75111,,,,,,,,,,BATIMENT0000000240744407,"28","0",Address1388044405597691,"3","11","1","1",864.052
"2436",BuildingGroup4788058376900293,BuildingGroup,2921.348,14_Rue Godefroy Cavaignac_75111,,,,,,,,,,BATIMENT0000000240744389,"14","0",Address6488044309967537,"3","5","1","1",2419.348
"2437",BuildingGroup4788058290908077,BuildingGroup,1540.506,45_Rue Saint-sébastien_75111,,,,,,,,,,BATIMENT0000000245186690,"0","0",Address9988044316857397,"2","5","1","1",0
"2438",BuildingGroup4788058222464754,BuildingGroup,3144.2944,9_CITE DES 3 BORNES_75111,,,,,,,,,,BATIMENT0000000240754670-BATIMENT0000000240754671-BATIMENT0000000240754672,"26","0",Address4288044255257382,"5","15","3","1",1759.2944
"2439",BuildingGroup4788058152783795,BuildingGroup,829.95703,5_Rue de l'Asile Popincourt_75111,,,,,,,,,,BATIMENT0000000240755719-BATIMENT0000000240755723,"1","0",Address5788044296033458,"2","7","2","1",87.95703
"2440",BuildingGroup4788058031617934,BuildingGroup,30789.975,79_Avenue de la République_75111,,,,,,,,,,BATIMENT0000000240757085-BATIMENT0000000240757087,"16","0",,"2","1","2","0",30707.975
"2441",BuildingGroup4788058021277544,BuildingGroup,1794.6008,3_Villa Gaudelet_75111,,,,,,,,,,BATIMENT0000000240758978-BATIMENT0000000240758023,"32","0",,"1","9","2","0",1457.6008
"2442",BuildingGroup4788057910210630,BuildingGroup,698.1645,16_Rue Léon Frot_75111,,,,,,,,,,BATIMENT0000000240748703,"20","0",Address9188044384334164,"2","8","1","1",528.1645
"2443",BuildingGroup4788057902948507,BuildingGroup,506.25574,171_BIS_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240745001,"13","0",Address8488044306151178,"1","7","1","1",70.25574
"2444",BuildingGroup4788057655519606,BuildingGroup,715.258,5_Rue de Malte_75111,,,,,,,,,,BATIMENT0000000245187122,"0","0",Address9088044352312035,"2","2","1","1",0
"2445",BuildingGroup4788057598148032,BuildingGroup,1547.7864,261_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240748071-BATIMENT0000000240748073,"26","0",Address888044307584145,"2","11","2","1",1063.7864
"2446",BuildingGroup4788057558636761,BuildingGroup,2050.438,14_Cité Griset_75111,7_Cité Griset_75111,,,,,,,,,BATIMENT0000000240757829-BATIMENT0000000240757834-BATIMENT0000000240757844-BATIMENT0000000240757803,"44","0",Address3588044321099418__Address3888044321254996,"6","31","4","2",1551.438
"2447",BuildingGroup4788057548037941,BuildingGroup,2765.628,5_Cité Griset_75111,,,,,,,,,,BATIMENT0000000240757790-BATIMENT0000000240757802,"29","0",Address288044321202683,"3","15","2","1",1995.6279
"2448",BuildingGroup4788057531350766,BuildingGroup,1364.6622,123_Rue Oberkampf_75111,,,,,,,,,,BATIMENT0000000240757848,"32","0",Address5188044262900757,"8","17","1","1",94.66223
"2449",BuildingGroup4788057439830956,BuildingGroup,2933.35,11_Rue Alexandre Dumas_75111,,,,,,,,,,BATIMENT0000000240748261,"30","0",Address4488044279891250,"7","34","1","1",381.3501
"2450",BuildingGroup4788057355756772,BuildingGroup,1486.1144,156_Rue de Charonne_75111,,,,,,,,,,BATIMENT0000000240748292,"33","0",Address588044260575580,"3","14","1","1",467.11438
